Date,Time,CPU Temp,CPU Load,Total Mem,Free Mem,Used Mem
13-10-2021,16:25:21,83.8,80.5168,895008,605612,289396
13-10-2021,16:25:22,83.8,80.52,895008,607220,287788
13-10-2021,16:25:23,83.8,80.5229,895008,605648,289360
13-10-2021,16:25:25,83.8,80.528,895008,606428,288580
13-10-2021,16:25:26,84.4,80.5312,895008,606088,288920
13-10-2021,16:25:27,84.9,80.5373,895008,605100,289908
13-10-2021,16:25:28,84.4,80.5394,895008,605848,289160
13-10-2021,16:25:29,83.8,80.542,895008,605504,289504
13-10-2021,16:25:30,83.8,80.546,895008,606780,288228
13-10-2021,16:25:31,83.8,80.5492,895008,606332,288676
13-10-2021,16:25:32,84.4,80.5547,895008,605544,289464
13-10-2021,16:25:33,83.8,80.5583,895008,606800,288208
13-10-2021,16:25:35,83.8,80.5636,895008,604864,290144
13-10-2021,16:25:36,84.4,80.5682,895008,605900,289108
13-10-2021,16:25:37,84.4,80.5717,895008,605836,289172
13-10-2021,16:25:38,84.4,80.5744,895008,605524,289484
13-10-2021,16:25:39,84.4,80.5773,895008,605756,289252
13-10-2021,16:25:40,84.9,80.5804,895008,606480,288528
13-10-2021,16:25:41,83.8,80.5859,895008,605664,289344
13-10-2021,16:25:42,84.4,80.5889,895008,606248,288760
13-10-2021,16:25:43,84.4,80.5932,895008,605984,289024
13-10-2021,16:25:45,84.9,80.5965,895008,604840,290168
13-10-2021,16:25:46,84.9,80.6004,895008,604504,290504
13-10-2021,16:25:47,84.4,80.6029,895008,605296,289712
13-10-2021,16:25:48,84.9,80.6071,895008,604900,290108
13-10-2021,16:25:49,83.8,80.6099,895008,604912,290096
13-10-2021,16:25:50,83.8,80.612,895008,604660,290348
13-10-2021,16:25:51,84.4,80.6169,895008,605224,289784
13-10-2021,16:25:52,84.4,80.6194,895008,605500,289508
13-10-2021,16:25:54,84.4,80.62,895008,605996,289012
13-10-2021,16:25:55,84.4,80.6218,895008,605504,289504
13-10-2021,16:25:56,84.9,80.6228,895008,606404,288604
13-10-2021,16:25:57,84.4,80.6229,895008,606900,288108
13-10-2021,16:25:58,84.9,80.6264,895008,607532,287476
13-10-2021,16:25:59,84.4,80.6315,895008,604148,290860
13-10-2021,16:26:00,83.8,80.639,895008,605576,289432
13-10-2021,16:26:01,84.4,80.6403,895008,610220,284788
13-10-2021,16:26:03,83.8,80.6442,895008,606188,288820
13-10-2021,16:26:04,84.9,80.6489,895008,606708,288300
13-10-2021,16:26:05,84.4,80.6516,895008,606664,288344
13-10-2021,16:26:06,84.9,80.6524,895008,606092,288916
13-10-2021,16:26:07,84.4,80.6556,895008,606992,288016
13-10-2021,16:26:08,83.8,80.656,895008,606484,288524
13-10-2021,16:26:09,84.4,80.6593,895008,604340,290668
13-10-2021,16:26:10,84.9,80.6638,895008,607968,287040
13-10-2021,16:26:11,84.4,80.6661,895008,605400,289608
13-10-2021,16:26:13,84.4,80.6703,895008,606344,288664
13-10-2021,16:26:14,84.9,80.6742,895008,605712,289296
13-10-2021,16:26:15,83.8,80.68,895008,606332,288676
13-10-2021,16:26:16,84.9,80.6817,895008,605928,289080
13-10-2021,16:26:17,84.4,80.6871,895008,605412,289596
13-10-2021,16:26:18,84.4,80.6907,895008,605484,289524
13-10-2021,16:26:19,84.4,80.6956,895008,606112,288896
13-10-2021,16:26:20,84.9,80.699,895008,605820,289188
13-10-2021,16:26:21,84.9,80.7023,895008,607772,287236
13-10-2021,16:26:22,84.4,80.7061,895008,605220,289788
13-10-2021,16:26:24,83.8,80.7072,895008,605560,289448
13-10-2021,16:26:25,84.9,80.7137,895008,605156,289852
13-10-2021,16:26:26,84.4,80.7172,895008,605596,289412
13-10-2021,16:26:27,84.9,80.7211,895008,606908,288100
13-10-2021,16:26:28,84.4,80.7257,895008,606028,288980
13-10-2021,16:26:29,83.8,80.7279,895008,606120,288888
13-10-2021,16:26:30,83.8,80.7317,895008,605832,289176
13-10-2021,16:26:31,84.4,80.7341,895008,606132,288876
13-10-2021,16:26:32,84.4,80.7384,895008,605660,289348
13-10-2021,16:26:34,84.9,80.7435,895008,604836,290172
13-10-2021,16:26:35,84.4,80.7471,895008,605932,289076
13-10-2021,16:26:36,84.9,80.7491,895008,606020,288988
13-10-2021,16:26:37,83.8,80.752,895008,606244,288764
13-10-2021,16:26:38,84.4,80.7547,895008,606180,288828
13-10-2021,16:26:39,84.4,80.7593,895008,605360,289648
13-10-2021,16:26:40,84.9,80.7631,895008,605404,289604
13-10-2021,16:26:41,84.4,80.7661,895008,605648,289360
13-10-2021,16:26:43,84.4,80.7711,895008,606336,288672
13-10-2021,16:26:44,84.4,80.7748,895008,605920,289088
13-10-2021,16:26:45,84.4,80.778,895008,606492,288516
13-10-2021,16:26:46,84.4,80.7817,895008,606248,288760
13-10-2021,16:26:47,83.8,80.7854,895008,606560,288448
13-10-2021,16:26:48,83.8,80.7862,895008,606164,288844
13-10-2021,16:26:49,84.4,80.7886,895008,605752,289256
13-10-2021,16:26:50,84.4,80.7923,895008,606868,288140
13-10-2021,16:26:51,84.9,80.7967,895008,606776,288232
13-10-2021,16:26:53,84.9,80.8009,895008,605640,289368
13-10-2021,16:26:54,84.4,80.8057,895008,606864,288144
13-10-2021,16:26:55,84.4,80.8109,895008,607804,287204
13-10-2021,16:26:56,83.8,80.8163,895008,605160,289848
13-10-2021,16:26:57,84.4,80.8206,895008,605432,289576
13-10-2021,16:26:58,84.4,80.8251,895008,606468,288540
13-10-2021,16:26:59,84.9,80.8281,895008,604884,290124
13-10-2021,16:27:00,84.9,80.8388,895008,607196,287812
13-10-2021,16:27:01,84.4,80.8438,895008,605856,289152
13-10-2021,16:27:03,84.4,80.8491,895008,605772,289236
13-10-2021,16:27:04,83.8,80.8526,895008,605936,289072
13-10-2021,16:27:05,84.4,80.8558,895008,605816,289192
13-10-2021,16:27:06,84.4,80.859,895008,606740,288268
13-10-2021,16:27:07,84.9,80.8621,895008,605684,289324
13-10-2021,16:27:08,84.4,80.865,895008,605936,289072
13-10-2021,16:27:09,83.8,80.8692,895008,605996,289012
13-10-2021,16:27:10,84.9,80.8739,895008,605784,289224
13-10-2021,16:27:11,84.4,80.8774,895008,604956,290052
13-10-2021,16:27:12,84.4,80.8805,895008,605476,289532
13-10-2021,16:27:14,84.9,80.8827,895008,606208,288800
13-10-2021,16:27:15,84.4,80.8873,895008,605612,289396
13-10-2021,16:27:16,83.8,80.8926,895008,606456,288552
13-10-2021,16:27:17,84.4,80.8982,895008,604492,290516
13-10-2021,16:27:18,84.4,80.9019,895008,606468,288540
13-10-2021,16:27:19,84.4,80.9034,895008,605656,289352
13-10-2021,16:27:20,84.9,80.9075,895008,605796,289212
13-10-2021,16:27:21,84.9,80.9138,895008,605252,289756
13-10-2021,16:27:22,84.9,80.9184,895008,606148,288860
13-10-2021,16:27:24,84.4,80.9228,895008,604560,290448
13-10-2021,16:27:25,83.8,80.9256,895008,604752,290256
13-10-2021,16:27:26,84.4,80.9294,895008,605864,289144
13-10-2021,16:27:27,84.4,80.9326,895008,606340,288668
13-10-2021,16:27:28,84.9,80.9399,895008,605820,289188
13-10-2021,16:27:29,84.4,80.944,895008,605240,289768
13-10-2021,16:27:30,84.4,80.9471,895008,605044,289964
13-10-2021,16:27:31,83.8,80.95,895008,606752,288256
13-10-2021,16:27:32,84.9,80.954,895008,605944,289064
13-10-2021,16:27:34,84.4,80.9565,895008,606372,288636
13-10-2021,16:27:35,84.4,80.961,895008,605548,289460
13-10-2021,16:27:36,84.9,80.9648,895008,605280,289728
13-10-2021,16:27:37,84.4,80.969,895008,605976,289032
13-10-2021,16:27:38,84.9,80.9729,895008,606356,288652
13-10-2021,16:27:39,84.4,80.9746,895008,606284,288724
13-10-2021,16:27:40,84.9,80.9791,895008,605936,289072
13-10-2021,16:27:41,84.4,80.9825,895008,605308,289700
13-10-2021,16:27:42,84.4,80.9861,895008,606068,288940
13-10-2021,16:27:44,84.9,80.9896,895008,605944,289064
13-10-2021,16:27:45,83.8,80.9927,895008,605984,289024
13-10-2021,16:27:46,84.4,80.9931,895008,604708,290300
13-10-2021,16:27:47,84.4,80.996,895008,605824,289184
13-10-2021,16:27:48,85.4,81.0005,895008,605116,289892
13-10-2021,16:27:49,84.9,81.0026,895008,606712,288296
13-10-2021,16:27:50,84.4,81.0063,895008,606136,288872
13-10-2021,16:27:51,84.4,81.0104,895008,605588,289420
13-10-2021,16:27:53,84.9,81.0167,895008,606064,288944
13-10-2021,16:27:54,84.4,81.0196,895008,605736,289272
13-10-2021,16:27:55,84.4,81.0234,895008,605356,289652
13-10-2021,16:27:56,84.4,81.0246,895008,605412,289596
13-10-2021,16:27:57,84.9,81.0263,895008,605120,289888
13-10-2021,16:27:58,84.9,81.0312,895008,605752,289256
13-10-2021,16:27:59,84.4,81.0327,895008,605672,289336
13-10-2021,16:28:01,84.9,81.0377,895008,604488,290520
13-10-2021,16:28:02,84.4,81.0458,895008,605320,289688
13-10-2021,16:28:03,84.4,81.0487,895008,605176,289832
13-10-2021,16:28:04,84.9,81.0505,895008,605456,289552
13-10-2021,16:28:05,84.9,81.0544,895008,605288,289720
13-10-2021,16:28:06,84.9,81.0576,895008,606184,288824
13-10-2021,16:28:07,84.9,81.0626,895008,606128,288880
13-10-2021,16:28:08,84.4,81.0664,895008,606624,288384
13-10-2021,16:28:09,84.9,81.0704,895008,605384,289624
13-10-2021,16:28:11,84.4,81.0742,895008,606052,288956
13-10-2021,16:28:12,84.9,81.0789,895008,605220,289788
13-10-2021,16:28:13,84.4,81.0834,895008,605812,289196
13-10-2021,16:28:14,84.9,81.086,895008,606032,288976
13-10-2021,16:28:15,84.4,81.0902,895008,605804,289204
13-10-2021,16:28:16,84.9,81.0935,895008,605564,289444
13-10-2021,16:28:17,83.8,81.0941,895008,605212,289796
13-10-2021,16:28:18,84.4,81.0957,895008,605960,289048
13-10-2021,16:28:20,84.4,81.0978,895008,605324,289684
13-10-2021,16:28:21,84.4,81.101,895008,605792,289216
13-10-2021,16:28:22,84.9,81.1031,895008,605220,289788
13-10-2021,16:28:23,84.4,81.1063,895008,604992,290016
13-10-2021,16:28:24,84.9,81.1102,895008,606012,288996
13-10-2021,16:28:25,84.4,81.1153,895008,604724,290284
13-10-2021,16:28:26,84.4,81.1204,895008,605708,289300
13-10-2021,16:28:27,84.9,81.1229,895008,604424,290584
13-10-2021,16:28:29,84.9,81.1245,895008,605192,289816
13-10-2021,16:28:30,84.4,81.1264,895008,605964,289044
13-10-2021,16:28:31,84.9,81.1294,895008,606360,288648
13-10-2021,16:28:32,84.4,81.1319,895008,605652,289356
13-10-2021,16:28:33,84.4,81.1357,895008,605396,289612
13-10-2021,16:28:34,84.4,81.1394,895008,605796,289212
13-10-2021,16:28:35,84.4,81.1414,895008,604132,290876
13-10-2021,16:28:36,84.4,81.1446,895008,606272,288736
13-10-2021,16:28:37,84.4,81.1475,895008,605932,289076
13-10-2021,16:28:39,84.9,81.152,895008,604144,290864
13-10-2021,16:28:40,84.9,81.1562,895008,604764,290244
13-10-2021,16:28:41,84.9,81.161,895008,605608,289400
13-10-2021,16:28:42,84.9,81.1668,895008,604984,290024
13-10-2021,16:28:43,84.4,81.1704,895008,605148,289860
13-10-2021,16:28:44,84.9,81.1726,895008,604924,290084
13-10-2021,16:28:45,85.4,81.1764,895008,604568,290440
13-10-2021,16:28:46,84.9,81.1814,895008,605256,289752
13-10-2021,16:28:48,84.9,81.1843,895008,605152,289856
13-10-2021,16:28:49,84.4,81.1862,895008,605128,289880
13-10-2021,16:28:50,84.4,81.1888,895008,605524,289484
13-10-2021,16:28:51,84.4,81.1931,895008,606256,288752
13-10-2021,16:28:52,84.9,81.1974,895008,604972,290036
13-10-2021,16:28:53,83.8,81.2001,895008,606036,288972
13-10-2021,16:28:54,84.9,81.2038,895008,605424,289584
13-10-2021,16:28:55,83.8,81.2068,895008,606084,288924
13-10-2021,16:28:56,84.9,81.2117,895008,605540,289468
13-10-2021,16:28:58,84.9,81.2165,895008,604740,290268
13-10-2021,16:28:59,84.4,81.219,895008,604796,290212
13-10-2021,16:29:00,84.9,81.2227,895008,604668,290340
13-10-2021,16:29:01,84.9,81.2275,895008,603956,291052
13-10-2021,16:29:02,84.9,81.2371,895008,605148,289860
13-10-2021,16:29:03,85.4,81.2418,895008,604824,290184
13-10-2021,16:29:04,84.9,81.2451,895008,603696,291312
13-10-2021,16:29:05,84.9,81.2507,895008,604780,290228
13-10-2021,16:29:06,84.9,81.2531,895008,604132,290876
13-10-2021,16:29:08,83.8,81.2564,895008,604716,290292
13-10-2021,16:29:09,84.4,81.2611,895008,605116,289892
13-10-2021,16:29:10,84.9,81.2626,895008,605832,289176
13-10-2021,16:29:11,85.4,81.2649,895008,604720,290288
13-10-2021,16:29:12,84.4,81.2682,895008,605992,289016
13-10-2021,16:29:13,84.9,81.2715,895008,603696,291312
13-10-2021,16:29:14,84.9,81.2751,895008,604116,290892
13-10-2021,16:29:15,84.9,81.2805,895008,604428,290580
13-10-2021,16:29:17,84.9,81.2854,895008,605584,289424
13-10-2021,16:29:18,84.9,81.2879,895008,605588,289420
13-10-2021,16:29:19,84.9,81.2921,895008,605592,289416
13-10-2021,16:29:20,85.4,81.2959,895008,604556,290452
13-10-2021,16:29:21,84.9,81.2987,895008,605252,289756
13-10-2021,16:29:22,84.9,81.3016,895008,604332,290676
13-10-2021,16:29:23,84.4,81.3046,895008,604608,290400
13-10-2021,16:29:25,84.4,81.3083,895008,604536,290472
13-10-2021,16:29:26,84.9,81.3102,895008,604480,290528
13-10-2021,16:29:27,84.9,81.3142,895008,604744,290264
13-10-2021,16:29:28,84.9,81.3169,895008,604932,290076
13-10-2021,16:29:29,84.9,81.3196,895008,604540,290468
13-10-2021,16:29:30,84.9,81.3235,895008,605124,289884
13-10-2021,16:29:31,84.9,81.3267,895008,605308,289700
13-10-2021,16:29:32,84.9,81.3296,895008,605624,289384
13-10-2021,16:29:33,84.9,81.3339,895008,605412,289596
13-10-2021,16:29:35,84.4,81.3382,895008,605768,289240
13-10-2021,16:29:36,84.4,81.3411,895008,604376,290632
13-10-2021,16:29:37,85.4,81.3442,895008,605532,289476
13-10-2021,16:29:38,84.4,81.3469,895008,605228,289780
13-10-2021,16:29:39,84.9,81.3501,895008,605600,289408
13-10-2021,16:29:40,84.4,81.3533,895008,605332,289676
13-10-2021,16:29:41,84.4,81.3559,895008,604356,290652
13-10-2021,16:29:42,84.4,81.3569,895008,604748,290260
13-10-2021,16:29:43,84.9,81.3597,895008,605032,289976
13-10-2021,16:29:45,84.9,81.3612,895008,604792,290216
13-10-2021,16:29:46,83.8,81.3653,895008,604988,290020
13-10-2021,16:29:47,84.9,81.3681,895008,605680,289328
13-10-2021,16:29:48,84.4,81.372,895008,604496,290512
13-10-2021,16:29:49,85.4,81.3751,895008,604592,290416
13-10-2021,16:29:50,83.8,81.3781,895008,604644,290364
13-10-2021,16:29:51,84.4,81.3807,895008,603812,291196
13-10-2021,16:29:52,84.4,81.3834,895008,604892,290116
13-10-2021,16:29:53,84.9,81.3852,895008,604556,290452
13-10-2021,16:29:55,84.9,81.3873,895008,605220,289788
13-10-2021,16:29:56,84.9,81.3898,895008,604816,290192
13-10-2021,16:29:57,84.9,81.3928,895008,603660,291348
13-10-2021,16:29:58,84.9,81.3964,895008,604044,290964
13-10-2021,16:29:59,84.4,81.3995,895008,605036,289972
13-10-2021,16:30:00,84.9,81.4027,895008,603912,291096
13-10-2021,16:30:01,84.9,81.4079,895008,604660,290348
13-10-2021,16:30:02,84.9,81.4116,895008,602508,292500
13-10-2021,16:30:04,84.9,81.4174,895008,603932,291076
13-10-2021,16:30:05,84.4,81.42,895008,605752,289256
13-10-2021,16:30:06,84.4,81.4227,895008,603636,291372
13-10-2021,16:30:07,84.9,81.4241,895008,603880,291128
13-10-2021,16:30:08,84.9,81.4263,895008,604560,290448
13-10-2021,16:30:09,83.8,81.4292,895008,605588,289420
13-10-2021,16:30:10,84.4,81.4318,895008,604344,290664
13-10-2021,16:30:11,84.9,81.4333,895008,603960,291048
13-10-2021,16:30:12,83.8,81.4347,895008,604620,290388
13-10-2021,16:30:14,84.4,81.4362,895008,604656,290352
13-10-2021,16:30:15,84.9,81.4387,895008,605208,289800
13-10-2021,16:30:16,84.4,81.4421,895008,603904,291104
13-10-2021,16:30:17,84.9,81.4452,895008,605352,289656
13-10-2021,16:30:18,84.9,81.4471,895008,605776,289232
13-10-2021,16:30:19,84.9,81.4511,895008,603952,291056
13-10-2021,16:30:20,84.9,81.4546,895008,605156,289852
13-10-2021,16:30:21,84.4,81.456,895008,604732,290276
13-10-2021,16:30:22,84.9,81.4583,895008,604716,290292
13-10-2021,16:30:24,84.4,81.4621,895008,604560,290448
13-10-2021,16:30:25,84.9,81.4658,895008,604892,290116
13-10-2021,16:30:26,84.9,81.4711,895008,604388,290620
13-10-2021,16:30:27,84.9,81.474,895008,604924,290084
13-10-2021,16:30:28,84.9,81.4759,895008,604548,290460
13-10-2021,16:30:29,84.9,81.4787,895008,603692,291316
13-10-2021,16:30:30,84.4,81.4805,895008,605280,289728
13-10-2021,16:30:31,84.9,81.4844,895008,604788,290220
13-10-2021,16:30:33,84.4,81.4862,895008,604024,290984
13-10-2021,16:30:34,84.9,81.4876,895008,605400,289608
13-10-2021,16:30:35,84.9,81.4917,895008,604360,290648
13-10-2021,16:30:36,84.9,81.4958,895008,604432,290576
13-10-2021,16:30:37,84.4,81.4992,895008,603468,291540
13-10-2021,16:30:38,84.4,81.5026,895008,604776,290232
13-10-2021,16:30:39,85.4,81.5066,895008,604892,290116
13-10-2021,16:30:41,84.4,81.5088,895008,603932,291076
13-10-2021,16:30:42,84.9,81.5109,895008,604144,290864
13-10-2021,16:30:43,84.4,81.5138,895008,604288,290720
13-10-2021,16:30:44,84.4,81.5145,895008,604512,290496
13-10-2021,16:30:45,84.4,81.5164,895008,604460,290548
13-10-2021,16:30:46,84.4,81.5188,895008,604896,290112
13-10-2021,16:30:47,84.4,81.5209,895008,604252,290756
13-10-2021,16:30:48,84.4,81.5211,895008,604636,290372
13-10-2021,16:30:49,84.4,81.5221,895008,603284,291724
13-10-2021,16:30:51,83.8,81.5242,895008,604364,290644
13-10-2021,16:30:52,83.8,81.5248,895008,604860,290148
13-10-2021,16:30:53,83.8,81.5267,895008,605084,289924
13-10-2021,16:30:54,84.4,81.5286,895008,604116,290892
13-10-2021,16:30:55,83.8,81.5304,895008,605028,289980
13-10-2021,16:30:56,83.8,81.5304,895008,604888,290120
13-10-2021,16:30:57,83.8,81.5321,895008,604268,290740
13-10-2021,16:30:58,83.8,81.5326,895008,604068,290940
13-10-2021,16:30:59,83.8,81.5321,895008,604588,290420
13-10-2021,16:31:01,83.8,81.534,895008,604516,290492
13-10-2021,16:31:02,83.8,81.5353,895008,604068,290940
13-10-2021,16:31:03,83.8,81.5366,895008,605384,289624
13-10-2021,16:31:04,83.8,81.5444,895008,604460,290548
13-10-2021,16:31:05,84.4,81.5446,895008,603152,291856
13-10-2021,16:31:06,84.4,81.5468,895008,604192,290816
13-10-2021,16:31:07,83.8,81.5488,895008,604540,290468
13-10-2021,16:31:08,83.8,81.5497,895008,603940,291068
13-10-2021,16:31:09,84.4,81.5504,895008,604108,290900
13-10-2021,16:31:10,83.8,81.5513,895008,605268,289740
13-10-2021,16:31:12,83.8,81.5529,895008,603384,291624
13-10-2021,16:31:13,83.8,81.5535,895008,603740,291268
13-10-2021,16:31:14,84.4,81.5563,895008,603272,291736
13-10-2021,16:31:15,84.4,81.5581,895008,600252,294756
13-10-2021,16:31:16,83.8,81.5341,895008,603112,291896
13-10-2021,16:31:17,80.6,81.4921,895008,613160,281848
13-10-2021,16:31:18,80.1,81.4434,895008,615756,279252
13-10-2021,16:31:19,77.4,81.3821,895008,622780,272228
13-10-2021,16:31:20,77.4,81.3507,895008,627312,267696
13-10-2021,16:31:21,78.4,81.3277,895008,621120,273888
13-10-2021,16:31:22,80.1,81.3158,895008,604836,290172
13-10-2021,16:31:24,81.7,81.3085,895008,605720,289288
13-10-2021,16:31:25,82.2,81.3032,895008,603972,291036
13-10-2021,16:31:26,82.7,81.3015,895008,604060,290948
13-10-2021,16:31:27,82.7,81.3002,895008,605236,289772
13-10-2021,16:31:28,83.8,81.2998,895008,603668,291340
13-10-2021,16:31:29,83.3,81.3007,895008,604168,290840
13-10-2021,16:31:30,83.3,81.2999,895008,604160,290848
13-10-2021,16:31:31,83.8,81.299,895008,603084,291924
13-10-2021,16:31:32,83.8,81.2971,895008,603784,291224
13-10-2021,16:31:33,83.8,81.2968,895008,604056,290952
13-10-2021,16:31:34,83.8,81.2989,895008,604660,290348
13-10-2021,16:31:36,83.8,81.2998,895008,603732,291276
13-10-2021,16:31:37,84.4,81.2995,895008,604164,290844
13-10-2021,16:31:38,83.8,81.2988,895008,605852,289156
13-10-2021,16:31:39,83.8,81.2963,895008,604292,290716
13-10-2021,16:31:40,83.8,81.295,895008,603332,291676
13-10-2021,16:31:41,83.8,81.2943,895008,603932,291076
13-10-2021,16:31:42,83.8,81.293,895008,604492,290516
13-10-2021,16:31:43,84.4,81.2934,895008,605820,289188
13-10-2021,16:31:44,83.8,81.2926,895008,604620,290388
13-10-2021,16:31:46,83.8,81.2917,895008,603768,291240
13-10-2021,16:31:47,83.8,81.2917,895008,604852,290156
13-10-2021,16:31:48,83.8,81.29,895008,602844,292164
13-10-2021,16:31:49,84.4,81.2912,895008,605160,289848
13-10-2021,16:31:50,84.4,81.2919,895008,603860,291148
13-10-2021,16:31:51,83.8,81.2921,895008,605184,289824
13-10-2021,16:31:52,84.4,81.2928,895008,604256,290752
13-10-2021,16:31:53,83.8,81.2937,895008,598608,296400
13-10-2021,16:31:54,83.8,81.2943,895008,598248,296760
13-10-2021,16:31:55,83.8,81.2949,895008,597320,297688
13-10-2021,16:31:57,84.9,81.2946,895008,598012,296996
13-10-2021,16:31:58,83.8,81.2954,895008,598004,297004
13-10-2021,16:31:59,84.9,81.297,895008,598188,296820
13-10-2021,16:32:00,83.8,81.2967,895008,598592,296416
13-10-2021,16:32:01,83.8,81.2974,895008,598316,296692
13-10-2021,16:32:02,84.4,81.298,895008,598764,296244
13-10-2021,16:32:03,83.8,81.2987,895008,597904,297104
13-10-2021,16:32:05,84.9,81.3054,895008,599028,295980
13-10-2021,16:32:06,83.8,81.306,895008,599284,295724
13-10-2021,16:32:07,83.8,81.3066,895008,598916,296092
13-10-2021,16:32:08,83.8,81.3069,895008,598860,296148
13-10-2021,16:32:09,83.8,81.3055,895008,597472,297536
13-10-2021,16:32:10,84.4,81.3058,895008,598500,296508
13-10-2021,16:32:11,83.8,81.305,895008,598264,296744
13-10-2021,16:32:12,83.8,81.3041,895008,597744,297264
13-10-2021,16:32:13,83.8,81.3064,895008,597336,297672
13-10-2021,16:32:15,83.8,81.3077,895008,597464,297544
13-10-2021,16:32:16,83.8,81.3055,895008,598472,296536
13-10-2021,16:32:17,83.8,81.3053,895008,599044,295964
13-10-2021,16:32:18,83.8,81.3049,895008,597260,297748
13-10-2021,16:32:19,83.8,81.304,895008,597544,297464
13-10-2021,16:32:20,83.3,81.3031,895008,597360,297648
13-10-2021,16:32:21,82.7,81.3016,895008,597908,297100
13-10-2021,16:32:22,83.8,81.3016,895008,598256,296752
13-10-2021,16:32:23,83.3,81.3007,895008,597668,297340
13-10-2021,16:32:25,82.7,81.2975,895008,597876,297132
13-10-2021,16:32:26,83.3,81.2966,895008,597752,297256
13-10-2021,16:32:27,82.7,81.2943,895008,596416,298592
13-10-2021,16:32:28,83.3,81.2922,895008,597196,297812
13-10-2021,16:32:29,82.7,81.2892,895008,597472,297536
13-10-2021,16:32:30,82.7,81.2875,895008,596924,298084
13-10-2021,16:32:31,82.7,81.2835,895008,597472,297536
13-10-2021,16:32:32,82.7,81.2824,895008,596980,298028
13-10-2021,16:32:33,82.7,81.2804,895008,598404,296604
13-10-2021,16:32:35,82.7,81.2767,895008,596184,298824
13-10-2021,16:32:36,82.2,81.2772,895008,597872,297136
13-10-2021,16:32:37,82.7,81.2742,895008,597420,297588
13-10-2021,16:32:38,82.7,81.2725,895008,598060,296948
13-10-2021,16:32:39,82.2,81.2689,895008,596884,298124
13-10-2021,16:32:40,82.7,81.2657,895008,597364,297644
13-10-2021,16:32:41,82.2,81.2627,895008,596896,298112
13-10-2021,16:32:42,82.7,81.2606,895008,596384,298624
13-10-2021,16:32:43,82.2,81.2598,895008,595964,299044
13-10-2021,16:32:44,82.7,81.2569,895008,598784,296224
13-10-2021,16:32:46,82.7,81.2547,895008,597524,297484
13-10-2021,16:32:47,82.2,81.2521,895008,597824,297184
13-10-2021,16:32:48,82.2,81.2495,895008,597196,297812
13-10-2021,16:32:49,82.2,81.2462,895008,596760,298248
13-10-2021,16:32:50,81.7,81.2475,895008,597044,297964
13-10-2021,16:32:51,81.7,81.2429,895008,596988,298020
13-10-2021,16:32:52,82.2,81.2388,895008,596932,298076
13-10-2021,16:32:53,82.2,81.2346,895008,597124,297884
13-10-2021,16:32:54,82.2,81.2301,895008,596960,298048
13-10-2021,16:32:55,81.7,81.2258,895008,596572,298436
13-10-2021,16:32:57,82.2,81.2234,895008,596704,298304
13-10-2021,16:32:58,82.2,81.2196,895008,597264,297744
13-10-2021,16:32:59,82.2,81.2175,895008,597088,297920
13-10-2021,16:33:00,82.7,81.2145,895008,597048,297960
13-10-2021,16:33:01,82.2,81.2107,895008,596836,298172
13-10-2021,16:33:02,81.7,81.2061,895008,597456,297552
13-10-2021,16:33:03,81.7,81.2037,895008,596796,298212
13-10-2021,16:33:04,82.2,81.2021,895008,596056,298952
13-10-2021,16:33:05,81.7,81.2033,895008,596944,298064
13-10-2021,16:33:06,82.2,81.2,895008,596480,298528
13-10-2021,16:33:08,81.7,81.1958,895008,596436,298572
13-10-2021,16:33:09,81.7,81.1909,895008,596840,298168
13-10-2021,16:33:10,82.2,81.1857,895008,596528,298480
13-10-2021,16:33:11,82.7,81.1841,895008,596632,298376
13-10-2021,16:33:12,81.7,81.181,895008,601944,293064
13-10-2021,16:33:13,81.7,81.1706,895008,600912,294096
13-10-2021,16:33:14,81.7,81.1641,895008,602124,292884
13-10-2021,16:33:15,82.2,81.1553,895008,595696,299312
13-10-2021,16:33:16,81.7,81.1461,895008,595728,299280
13-10-2021,16:33:17,81.7,81.1369,895008,596380,298628
13-10-2021,16:33:19,82.2,81.1433,895008,597468,297540
13-10-2021,16:33:20,82.2,81.1425,895008,596540,298468
13-10-2021,16:33:21,82.7,81.1394,895008,597248,297760
13-10-2021,16:33:22,82.2,81.1367,895008,597800,297208
13-10-2021,16:33:23,82.2,81.1318,895008,596988,298020
13-10-2021,16:33:24,82.2,81.1313,895008,596968,298040
13-10-2021,16:33:25,82.2,81.132,895008,596760,298248
13-10-2021,16:33:26,82.7,81.129,895008,597180,297828
13-10-2021,16:33:27,82.2,81.1258,895008,597944,297064
13-10-2021,16:33:28,82.2,81.1201,895008,596848,298160
13-10-2021,16:33:30,82.2,81.1163,895008,596196,298812
13-10-2021,16:33:31,82.2,81.1135,895008,596184,298824
13-10-2021,16:33:32,82.7,81.1098,895008,596960,298048
13-10-2021,16:33:33,82.2,81.1078,895008,596384,298624
13-10-2021,16:33:34,82.2,81.1069,895008,597236,297772
13-10-2021,16:33:35,82.2,81.1047,895008,596048,298960
13-10-2021,16:33:36,82.2,81.1013,895008,595812,299196
13-10-2021,16:33:37,81.7,81.0978,895008,596548,298460
13-10-2021,16:33:38,82.7,81.0935,895008,596128,298880
13-10-2021,16:33:39,82.2,81.0913,895008,595692,299316
13-10-2021,16:33:41,82.7,81.0908,895008,595800,299208
13-10-2021,16:33:42,82.7,81.0871,895008,595932,299076
