0.082178,ATS
0.7271,AUD
0.028032,BEF
0.17614,BRL
0.790077,CAD
1.075616,CHF
0.155198,CNY
0.578169,DEM
0.155948,DKK
0.006796,ESP
1.1308,EUR
0.190187,FIM
0.172389,FRF
1.3572,GBP
0.003319,GRD
0.128455,HKD
1.43582,IEP
0.315836,ILS
0.013486,INR
0.000584,ITL
0.009011,JPY
0.000848,KRW
0.005025,LKR
0.028032,LUF
0.048802,MXN
0.23932,MYR
0.513135,NLG
0.108868,NOK
0.6943,NZD
0.019726,PHP
0.00564,PTE
0.114254,SEK
0.738116,SGD
0.029727,THB
0.036088,TWD
0.215703,VEF
0.062025,ZAR
